individual,time,treat_post,outcome,treat,post,time_to_treat
151,10,1,47.38765041,1,1,4
152,1,0,15.79155443,1,0,-5
152,2,0,22.0317027,1,0,-4
152,3,0,20.9158884,1,0,-3
152,4,0,16.66731691,1,0,-2
152,5,0,27.08659657,1,0,-1
152,6,1,33.39126246,1,1,0
152,7,1,43.06724872,1,1,1
152,8,1,40.15405842,1,1,2
152,9,1,33.37906588,1,1,3
152,10,1,49.27046283,1,1,4
153,1,0,27.60516848,1,0,-5
153,2,0,25.91048852,1,0,-4
153,3,0,23.36757951,1,0,-3
153,4,0,21.20280382,1,0,-2
153,5,0,25.63896612,1,0,-1
153,6,1,39.4437431,1,1,0
153,7,1,44.92293153,1,1,1
153,8,1,44.71621764,1,1,2
153,9,1,36.05575289,1,1,3
153,10,1,34.40191283,1,1,4
154,1,0,22.20443123,1,0,-5
154,2,0,14.15780317,1,0,-4
154,3,0,26.11583857,1,0,-3
154,4,0,25.26198707,1,0,-2
154,5,0,25.16981749,1,0,-1
154,6,1,26.02648466,1,1,0
154,7,1,38.06800053,1,1,1
154,8,1,34.3364958,1,1,2
154,9,1,32.65041582,1,1,3
154,10,1,25.63868893,1,1,4
155,1,0,21.36242547,1,0,-5
155,2,0,31.86125798,1,0,-4
155,3,0,32.80629607,1,0,-3
155,4,0,23.71451872,1,0,-2
155,5,0,24.4889397,1,0,-1
155,6,1,36.34387128,1,1,0
155,7,1,30.5080728,1,1,1
155,8,1,38.5089595,1,1,2
155,9,1,42.33040139,1,1,3
155,10,1,46.13466612,1,1,4
156,1,0,20.99922962,1,0,-5
156,2,0,21.98163125,1,0,-4
156,3,0,20.11008707,1,0,-3
156,4,0,21.86559823,1,0,-2
156,5,0,26.36760554,1,0,-1
156,6,1,35.83682753,1,1,0
156,7,1,40.06792313,1,1,1
156,8,1,32.98410525,1,1,2
156,9,1,45.96344284,1,1,3
156,10,1,38.64438199,1,1,4
157,1,0,21.39316353,1,0,-5
157,2,0,19.2639416,1,0,-4
157,3,0,12.3787987,1,0,-3
157,4,0,30.42022698,1,0,-2
157,5,0,31.18421949,1,0,-1
157,6,1,32.59336221,1,1,0
157,7,1,35.83495359,1,1,1
157,8,1,39.57969609,1,1,2
157,9,1,30.68727072,1,1,3
157,10,1,37.35473661,1,1,4
158,1,0,25.4713234,1,0,-5
158,2,0,16.72855288,1,0,-4
158,3,0,25.96778966,1,0,-3
158,4,0,19.21709098,1,0,-2
158,5,0,29.83214991,1,0,-1
158,6,1,33.82179259,1,1,0
158,7,1,27.42434092,1,1,1
158,8,1,42.82369677,1,1,2
158,9,1,34.82704212,1,1,3
158,10,1,35.94873781,1,1,4
159,1,0,22.50284599,1,0,-5
159,2,0,28.74318675,1,0,-4
159,3,0,19.42089091,1,0,-3
159,4,0,26.30839925,1,0,-2
159,5,0,29.6440825,1,0,-1
159,6,1,37.46552804,1,1,0
159,7,1,36.38220778,1,1,1
159,8,1,35.1648608,1,1,2
159,9,1,34.3620489,1,1,3
159,10,1,40.43071942,1,1,4
160,1,0,16.13930494,1,0,-5
160,2,0,8.393247583,1,0,-4
160,3,0,26.68279902,1,0,-3
160,4,0,30.51967421,1,0,-2
160,5,0,15.68533782,1,0,-1
160,6,1,28.95134648,1,1,0
160,7,1,38.59577131,1,1,1
160,8,1,47.28747735,1,1,2
160,9,1,38.60396854,1,1,3
160,10,1,36.35998529,1,1,4
161,1,0,20.58551779,1,0,-5
161,2,0,29.8743821,1,0,-4
161,3,0,21.2701791,1,0,-3
161,4,0,22.00403997,1,0,-2
161,5,0,25.08628239,1,0,-1
161,6,1,29.23335696,1,1,0
161,7,1,36.11335158,1,1,1
161,8,1,45.12339229,1,1,2
161,9,1,40.11539637,1,1,3
161,10,1,38.73823249,1,1,4
162,1,0,20.04094366,1,0,-5
162,2,0,15.18404596,1,0,-4
162,3,0,28.91554889,1,0,-3
162,4,0,25.61081401,1,0,-2
162,5,0,26.59760043,1,0,-1
162,6,1,49.96553784,1,1,0
162,7,1,36.99376454,1,1,1
162,8,1,33.24104475,1,1,2
162,9,1,36.36821202,1,1,3
162,10,1,45.74222855,1,1,4
163,1,0,22.06635205,1,0,-5
163,2,0,15.80861011,1,0,-4
163,3,0,29.09614467,1,0,-3
163,4,0,22.65927957,1,0,-2
163,5,0,36.86648888,1,0,-1
163,6,1,39.40024033,1,1,0
163,7,1,33.26339052,1,1,1
163,8,1,43.40508181,1,1,2
163,9,1,38.83927755,1,1,3
163,10,1,44.26386838,1,1,4
164,1,0,23.92366409,1,0,-5
164,2,0,18.76821673,1,0,-4
164,3,0,21.28225084,1,0,-3
164,4,0,31.14980409,1,0,-2
164,5,0,25.82612334,1,0,-1
164,6,1,31.98175768,1,1,0
164,7,1,30.7243871,1,1,1
164,8,1,39.11799533,1,1,2
164,9,1,48.8126246,1,1,3
164,10,1,34.66233543,1,1,4
165,1,0,21.62109728,1,0,-5
165,2,0,30.06110278,1,0,-4
165,3,0,24.10179304,1,0,-3
165,4,0,28.26185898,1,0,-2
165,5,0,22.18803236,1,0,-1
165,6,1,36.14153549,1,1,0
165,7,1,34.56427867,1,1,1
165,8,1,41.92864998,1,1,2
165,9,1,44.43693026,1,1,3
165,10,1,52.94781821,1,1,4
166,1,0,24.39816587,1,0,-5
166,2,0,24.62898158,1,0,-4
166,3,0,25.47192151,1,0,-3
166,4,0,24.23416854,1,0,-2
166,5,0,29.19241922,1,0,-1
166,6,1,32.52299295,1,1,0
166,7,1,36.34230488,1,1,1
166,8,1,43.58798768,1,1,2
166,9,1,33.46728717,1,1,3
166,10,1,45.69939281,1,1,4
167,1,0,28.08557534,1,0,-5
167,2,0,22.40965737,1,0,-4
167,3,0,13.8907255,1,0,-3
167,4,0,22.96089006,1,0,-2
167,5,0,33.98497273,1,0,-1
167,6,1,33.88565969,1,1,0
167,7,1,30.50348884,1,1,1
167,8,1,34.47612539,1,1,2
167,9,1,42.70310013,1,1,3
167,10,1,42.73366784,1,1,4
168,1,0,20.3053395,1,0,-5
168,2,0,21.16587794,1,0,-4
168,3,0,22.54120925,1,0,-3
168,4,0,21.38794908,1,0,-2
168,5,0,35.57687845,1,0,-1
168,6,1,32.38839765,1,1,0
168,7,1,41.5857926,1,1,1
168,8,1,44.60658026,1,1,2
168,9,1,43.49155449,1,1,3
168,10,1,37.84189844,1,1,4
169,1,0,23.51865045,1,0,-5
169,2,0,22.87902197,1,0,-4
169,3,0,19.9814907,1,0,-3
169,4,0,27.62179641,1,0,-2
169,5,0,21.60480104,1,0,-1
169,6,1,39.93839694,1,1,0
169,7,1,33.17691351,1,1,1
169,8,1,38.00579828,1,1,2
169,9,1,39.91643936,1,1,3
169,10,1,38.70547513,1,1,4
170,1,0,24.43346901,1,0,-5
170,2,0,20.62548172,1,0,-4
170,3,0,28.85648649,1,0,-3
170,4,0,19.2701016,1,0,-2
170,5,0,28.1318979,1,0,-1
170,6,1,43.694645,1,1,0
170,7,1,30.49834338,1,1,1
170,8,1,33.61127515,1,1,2
170,9,1,41.06953925,1,1,3
170,10,1,40.89790891,1,1,4
171,1,0,23.2531505,1,0,-5
171,2,0,25.44593565,1,0,-4
171,3,0,27.67360734,1,0,-3
171,4,0,31.54849921,1,0,-2
171,5,0,29.54909328,1,0,-1
171,6,1,32.79371173,1,1,0
171,7,1,38.86286851,1,1,1
171,8,1,46.49940967,1,1,2
171,9,1,37.83683127,1,1,3
171,10,1,35.12735348,1,1,4
172,1,0,27.03540335,1,0,-5
172,2,0,22.39809418,1,0,-4
172,3,0,13.63665227,1,0,-3
172,4,0,30.23710839,1,0,-2
172,5,0,24.82335907,1,0,-1
172,6,1,33.54733359,1,1,0
172,7,1,37.15990165,1,1,1
172,8,1,37.9524984,1,1,2
172,9,1,42.04725909,1,1,3
172,10,1,37.82256815,1,1,4
173,1,0,24.06552899,1,0,-5
173,2,0,21.70226661,1,0,-4
173,3,0,28.1940524,1,0,-3
173,4,0,29.07683742,1,0,-2
173,5,0,22.82280649,1,0,-1
173,6,1,39.42991058,1,1,0
173,7,1,32.82018277,1,1,1
173,8,1,41.04028899,1,1,2
173,9,1,40.33643657,1,1,3
173,10,1,49.19091838,1,1,4
174,1,0,20.38267009,1,0,-5
174,2,0,21.25341602,1,0,-4
174,3,0,24.40290197,1,0,-3
174,4,0,24.48410109,1,0,-2
174,5,0,31.49970951,1,0,-1
174,6,1,25.91844696,1,1,0
174,7,1,30.2315879,1,1,1
174,8,1,31.66098539,1,1,2
174,9,1,43.25153796,1,1,3
174,10,1,48.55306686,1,1,4
175,1,0,20.97775391,1,0,-5
175,2,0,22.15589138,1,0,-4
175,3,0,24.85026082,1,0,-3
175,4,0,31.80939151,1,0,-2
175,5,0,22.86323433,1,0,-1
175,6,1,35.19184491,1,1,0
175,7,1,40.37598815,1,1,1
175,8,1,39.50547085,1,1,2
175,9,1,39.44790808,1,1,3
175,10,1,45.00523046,1,1,4
176,1,0,7.983838535,1,0,-5
176,2,0,26.3893766,1,0,-4
176,3,0,21.22962158,1,0,-3
176,4,0,16.84683552,1,0,-2
176,5,0,30.056013,1,0,-1
176,6,1,40.86829273,1,1,0
176,7,1,34.81275743,1,1,1
176,8,1,41.76437274,1,1,2
176,9,1,46.56139129,1,1,3
176,10,1,46.57457227,1,1,4
177,1,0,29.69982265,1,0,-5
177,2,0,26.71063746,1,0,-4
177,3,0,24.87716819,1,0,-3
177,4,0,17.99017094,1,0,-2
177,5,0,26.26968756,1,0,-1
177,6,1,29.78376702,1,1,0
177,7,1,46.35471359,1,1,1
177,8,1,36.12057094,1,1,2
177,9,1,39.11602403,1,1,3
177,10,1,42.75742688,1,1,4
178,1,0,21.71801223,1,0,-5
178,2,0,31.4752552,1,0,-4
178,3,0,21.38675319,1,0,-3
178,4,0,26.97303728,1,0,-2
178,5,0,23.78764707,1,0,-1
178,6,1,27.39988744,1,1,0
178,7,1,32.44115455,1,1,1
178,8,1,36.81481601,1,1,2
178,9,1,36.35348888,1,1,3
178,10,1,36.5378951,1,1,4
179,1,0,14.46841268,1,0,-5
179,2,0,22.58447214,1,0,-4
179,3,0,16.97639813,1,0,-3
179,4,0,29.80027982,1,0,-2
179,5,0,27.91219876,1,0,-1
179,6,1,26.7122425,1,1,0
179,7,1,33.95395461,1,1,1
179,8,1,33.23921797,1,1,2
179,9,1,40.09587255,1,1,3
179,10,1,46.70225223,1,1,4
180,1,0,12.12413765,1,0,-5
180,2,0,23.5751304,1,0,-4
180,3,0,23.69933602,1,0,-3
180,4,0,29.35670038,1,0,-2
180,5,0,28.56598314,1,0,-1
180,6,1,30.24015334,1,1,0
180,7,1,33.90473032,1,1,1
180,8,1,33.01987072,1,1,2
180,9,1,43.88003569,1,1,3
180,10,1,40.10655824,1,1,4
181,1,0,31.00595343,1,0,-5
181,2,0,22.69669593,1,0,-4
181,3,0,20.95796617,1,0,-3
181,4,0,18.43142804,1,0,-2
181,5,0,18.48430162,1,0,-1
181,6,1,26.07932028,1,1,0
181,7,1,36.83563326,1,1,1
181,8,1,39.54362512,1,1,2
181,9,1,30.59404649,1,1,3
181,10,1,44.47519157,1,1,4
182,1,0,19.08469474,1,0,-5
182,2,0,23.73396506,1,0,-4
182,3,0,32.56110314,1,0,-3
182,4,0,30.48419658,1,0,-2
182,5,0,26.15734676,1,0,-1
182,6,1,29.54403887,1,1,0
182,7,1,24.74092299,1,1,1
182,8,1,33.4042334,1,1,2
182,9,1,37.44434881,1,1,3
182,10,1,35.06410236,1,1,4
183,1,0,20.84371516,1,0,-5
183,2,0,23.38425941,1,0,-4
183,3,0,23.37572009,1,0,-3
183,4,0,22.7499871,1,0,-2
183,5,0,28.34327336,1,0,-1
183,6,1,36.20970325,1,1,0
183,7,1,30.04800461,1,1,1
183,8,1,44.0546619,1,1,2
183,9,1,38.00705934,1,1,3
183,10,1,40.09424811,1,1,4
184,1,0,25.04107212,1,0,-5
184,2,0,24.16608066,1,0,-4
184,3,0,29.26568317,1,0,-3
184,4,0,27.43562083,1,0,-2
184,5,0,24.43781313,1,0,-1
184,6,1,35.80751763,1,1,0
184,7,1,29.78136896,1,1,1
184,8,1,37.54279853,1,1,2
184,9,1,38.33385005,1,1,3
184,10,1,38.95941571,1,1,4
185,1,0,20.85731244,1,0,-5
185,2,0,13.59075477,1,0,-4
185,3,0,21.75637546,1,0,-3
185,4,0,26.46422451,1,0,-2
185,5,0,28.29928196,1,0,-1
185,6,1,28.8616243,1,1,0
185,7,1,41.8285392,1,1,1
185,8,1,32.66912576,1,1,2
185,9,1,43.347286,1,1,3
185,10,1,42.13597181,1,1,4
186,1,0,18.26886345,1,0,-5
186,2,0,31.87655446,1,0,-4
186,3,0,18.53181584,1,0,-3
186,4,0,30.59577087,1,0,-2
186,5,0,32.50291159,1,0,-1
186,6,1,30.64689895,1,1,0
186,7,1,42.4623265,1,1,1
186,8,1,35.74976743,1,1,2
186,9,1,39.94346815,1,1,3
186,10,1,41.30160919,1,1,4
187,1,0,20.82845629,1,0,-5
187,2,0,27.05404137,1,0,-4
187,3,0,28.4674436,1,0,-3
187,4,0,17.25734013,1,0,-2
187,5,0,34.02170121,1,0,-1
187,6,1,25.68754006,1,1,0
187,7,1,40.66273102,1,1,1
187,8,1,42.63352568,1,1,2
187,9,1,33.04516785,1,1,3
187,10,1,37.94592856,1,1,4
188,1,0,15.97147666,1,0,-5
188,2,0,21.92539485,1,0,-4
188,3,0,22.95982858,1,0,-3
188,4,0,29.89830266,1,0,-2
188,5,0,34.05154373,1,0,-1
188,6,1,40.97841905,1,1,0
188,7,1,32.68915987,1,1,1
188,8,1,35.95389063,1,1,2
188,9,1,30.08280904,1,1,3
188,10,1,35.97064967,1,1,4
189,1,0,26.32425817,1,0,-5
189,2,0,31.07791412,1,0,-4
189,3,0,18.32825564,1,0,-3
189,4,0,23.0376787,1,0,-2
189,5,0,27.36797122,1,0,-1
189,6,1,35.40080579,1,1,0
189,7,1,31.4519824,1,1,1
189,8,1,39.12030522,1,1,2
189,9,1,36.13080326,1,1,3
189,10,1,39.92773865,1,1,4
190,1,0,24.23142124,1,0,-5
190,2,0,23.03211135,1,0,-4
190,3,0,22.31807055,1,0,-3
190,4,0,25.45195098,1,0,-2
190,5,0,27.0581852,1,0,-1
190,6,1,32.14994485,1,1,0
190,7,1,34.20601969,1,1,1
190,8,1,44.99323585,1,1,2
190,9,1,41.30459724,1,1,3
190,10,1,38.52259841,1,1,4
191,1,0,24.98477202,1,0,-5
191,2,0,21.33090255,1,0,-4
191,3,0,30.36562319,1,0,-3
191,4,0,27.84821096,1,0,-2
191,5,0,26.96348928,1,0,-1
191,6,1,36.23858463,1,1,0
191,7,1,27.64561924,1,1,1
191,8,1,31.36616266,1,1,2
191,9,1,32.53037497,1,1,3
191,10,1,40.71471547,1,1,4
192,1,0,30.162575,1,0,-5
192,2,0,34.15650073,1,0,-4
192,3,0,27.69025551,1,0,-3
192,4,0,28.50422237,1,0,-2
192,5,0,18.49471133,1,0,-1
192,6,1,31.286631,1,1,0
192,7,1,31.56108124,1,1,1
192,8,1,33.89576201,1,1,2
192,9,1,37.65928091,1,1,3
192,10,1,37.63954711,1,1,4
193,1,0,11.60350095,1,0,-5
193,2,0,26.73955128,1,0,-4
193,3,0,19.13628487,1,0,-3
193,4,0,27.19623432,1,0,-2
193,5,0,37.87041335,1,0,-1
193,6,1,29.40307704,1,1,0
193,7,1,22.84856239,1,1,1
193,8,1,35.56997889,1,1,2
193,9,1,44.00479817,1,1,3
193,10,1,49.79173727,1,1,4
194,1,0,15.35225203,1,0,-5
194,2,0,25.48349612,1,0,-4
194,3,0,22.17344772,1,0,-3
194,4,0,25.47025823,1,0,-2
194,5,0,40.72171674,1,0,-1
194,6,1,26.48514836,1,1,0
194,7,1,36.76869831,1,1,1
194,8,1,39.33846586,1,1,2
194,9,1,43.92893162,1,1,3
194,10,1,40.48991577,1,1,4
195,1,0,23.0402527,1,0,-5
195,2,0,21.04175716,1,0,-4
195,3,0,25.84563471,1,0,-3
195,4,0,24.28403862,1,0,-2
195,5,0,30.60785945,1,0,-1
195,6,1,32.15194832,1,1,0
195,7,1,37.38550197,1,1,1
195,8,1,36.85368593,1,1,2
195,9,1,44.13025125,1,1,3
195,10,1,39.74303138,1,1,4
196,1,0,12.63483766,1,0,-5
196,2,0,29.3096075,1,0,-4
196,3,0,19.9713385,1,0,-3
196,4,0,22.73116831,1,0,-2
196,5,0,24.52169353,1,0,-1
196,6,1,40.87219047,1,1,0
196,7,1,24.82162893,1,1,1
196,8,1,52.68874267,1,1,2
196,9,1,43.78028405,1,1,3
196,10,1,41.11619457,1,1,4
197,1,0,21.22553,1,0,-5
197,2,0,24.42777037,1,0,-4
197,3,0,27.10561214,1,0,-3
197,4,0,29.22607793,1,0,-2
197,5,0,30.27802233,1,0,-1
197,6,1,34.44790341,1,1,0
197,7,1,34.5133079,1,1,1
197,8,1,36.24363358,1,1,2
197,9,1,37.5254586,1,1,3
197,10,1,45.66885048,1,1,4
198,1,0,24.46778361,1,0,-5
198,2,0,8.298056827,1,0,-4
198,3,0,27.77950388,1,0,-3
198,4,0,26.97368097,1,0,-2
198,5,0,27.40645622,1,0,-1
198,6,1,32.05740773,1,1,0
198,7,1,41.1205636,1,1,1
198,8,1,41.73763231,1,1,2
198,9,1,34.63561166,1,1,3
198,10,1,42.03526144,1,1,4
199,1,0,16.64171633,1,0,-5
199,2,0,16.10190918,1,0,-4
199,3,0,21.36641388,1,0,-3
199,4,0,30.31196736,1,0,-2
199,5,0,32.26562523,1,0,-1
199,6,1,36.5654271,1,1,0
199,7,1,39.12547893,1,1,1
199,8,1,39.58089144,1,1,2
199,9,1,35.29259202,1,1,3
199,10,1,42.15961272,1,1,4
200,1,0,25.50204763,1,0,-5
200,2,0,26.77145665,1,0,-4
200,3,0,30.44456686,1,0,-3
200,4,0,29.54151924,1,0,-2
200,5,0,29.25724104,1,0,-1
200,6,1,39.35075119,1,1,0
200,7,1,35.3673937,1,1,1
200,8,1,32.59062674,1,1,2
200,9,1,37.68466518,1,1,3
200,10,1,36.27548678,1,1,4
201,1,0,18.12410863,1,0,-5
201,2,0,22.27740665,1,0,-4
201,3,0,20.5379004,1,0,-3
201,4,0,24.46019235,1,0,-2
201,5,0,18.03192667,1,0,-1
201,6,1,35.06646854,1,1,0
201,7,1,35.50602738,1,1,1
201,8,1,32.91455684,1,1,2
201,9,1,41.79622834,1,1,3
201,10,1,44.68785069,1,1,4
202,1,0,13.46220068,1,0,-5
202,2,0,19.18637611,1,0,-4
202,3,0,20.65428825,1,0,-3
202,4,0,21.30048449,1,0,-2
202,5,0,31.64737421,1,0,-1
202,6,1,33.03086931,1,1,0
202,7,1,34.17742579,1,1,1
202,8,1,26.98068818,1,1,2
202,9,1,41.67709015,1,1,3
202,10,1,33.80370803,1,1,4
203,1,0,21.79966315,1,0,-5
203,2,0,24.38688469,1,0,-4
203,3,0,31.30329298,1,0,-3
203,4,0,19.455898,1,0,-2
203,5,0,12.40243922,1,0,-1
203,6,1,34.91924772,1,1,0
203,7,1,44.50255591,1,1,1
203,8,1,43.19473176,1,1,2
203,9,1,39.54829708,1,1,3
203,10,1,37.54181907,1,1,4
204,1,0,25.53561298,1,0,-5
204,2,0,18.132269,1,0,-4
204,3,0,26.88178885,1,0,-3
204,4,0,28.5273508,1,0,-2
204,5,0,32.80104954,1,0,-1
204,6,1,47.79830019,1,1,0
204,7,1,37.46207984,1,1,1
204,8,1,34.45518187,1,1,2
204,9,1,38.37212844,1,1,3
204,10,1,31.15462048,1,1,4
205,1,0,18.02643434,1,0,-5
205,2,0,20.95358781,1,0,-4
205,3,0,21.87955801,1,0,-3
205,4,0,26.76177436,1,0,-2
205,5,0,23.38790034,1,0,-1
205,6,1,39.60515334,1,1,0
205,7,1,35.50103532,1,1,1
205,8,1,36.95349839,1,1,2
205,9,1,36.86052642,1,1,3
205,10,1,40.77595342,1,1,4
206,1,0,25.62549132,1,0,-5
206,2,0,18.66434892,1,0,-4
206,3,0,21.20941755,1,0,-3
206,4,0,24.48136986,1,0,-2
206,5,0,20.77064538,1,0,-1
206,6,1,29.9037107,1,1,0
206,7,1,33.11889563,1,1,1
206,8,1,41.3719459,1,1,2
206,9,1,39.81280665,1,1,3
206,10,1,40.96794956,1,1,4
207,1,0,25.75448981,1,0,-5
207,2,0,22.31314106,1,0,-4
207,3,0,26.45232425,1,0,-3
207,4,0,25.48389124,1,0,-2
207,5,0,28.82681175,1,0,-1
207,6,1,31.08620671,1,1,0
207,7,1,23.30591421,1,1,1
207,8,1,36.32860419,1,1,2
207,9,1,45.61374068,1,1,3
207,10,1,44.63107701,1,1,4
208,1,0,26.32698742,1,0,-5
208,2,0,29.18065361,1,0,-4
208,3,0,24.94328795,1,0,-3
208,4,0,26.98657854,1,0,-2
208,5,0,24.41174052,1,0,-1
208,6,1,32.41963572,1,1,0
208,7,1,38.57885575,1,1,1
208,8,1,43.01942219,1,1,2
208,9,1,37.80276862,1,1,3
208,10,1,37.74905368,1,1,4
209,1,0,21.50263979,1,0,-5
209,2,0,26.00603374,1,0,-4
209,3,0,17.28072592,1,0,-3
209,4,0,14.51909523,1,0,-2
209,5,0,24.74731575,1,0,-1
209,6,1,27.89643787,1,1,0
209,7,1,32.95929901,1,1,1
209,8,1,36.26109841,1,1,2
209,9,1,36.23375795,1,1,3
209,10,1,47.26233767,1,1,4
210,1,0,23.13372382,1,0,-5
210,2,0,24.5023718,1,0,-4
210,3,0,27.61103572,1,0,-3
210,4,0,20.30583441,1,0,-2
210,5,0,32.69555894,1,0,-1
210,6,1,33.62117857,1,1,0
210,7,1,38.85240309,1,1,1
210,8,1,31.64071383,1,1,2
210,9,1,30.73120617,1,1,3
210,10,1,44.08944829,1,1,4
211,1,0,23.38204763,1,0,-5
211,2,0,18.48974223,1,0,-4
211,3,0,20.15168459,1,0,-3
211,4,0,31.62717392,1,0,-2
211,5,0,21.55294054,1,0,-1
211,6,1,42.21336477,1,1,0
211,7,1,30.99689633,1,1,1
211,8,1,40.19195963,1,1,2
211,9,1,36.85690762,1,1,3
211,10,1,43.01593716,1,1,4
212,1,0,18.77942999,1,0,-5
212,2,0,22.18603547,1,0,-4
212,3,0,24.70459588,1,0,-3
212,4,0,20.98906272,1,0,-2
212,5,0,31.20412173,1,0,-1
212,6,1,31.43393217,1,1,0
212,7,1,34.35700042,1,1,1
212,8,1,32.02825313,1,1,2
212,9,1,25.68833171,1,1,3
212,10,1,39.04486119,1,1,4
213,1,0,33.56307711,1,0,-5
213,2,0,26.92302144,1,0,-4
213,3,0,24.4036981,1,0,-3
213,4,0,24.68554585,1,0,-2
213,5,0,27.61232946,1,0,-1
213,6,1,36.73559558,1,1,0
213,7,1,29.59593592,1,1,1
213,8,1,42.57160847,1,1,2
213,9,1,42.07690658,1,1,3
213,10,1,43.59092863,1,1,4
214,1,0,23.69237869,1,0,-5
214,2,0,23.09808329,1,0,-4
214,3,0,27.86430618,1,0,-3
214,4,0,28.95907067,1,0,-2
214,5,0,25.72979645,1,0,-1
214,6,1,31.13199114,1,1,0
214,7,1,36.00928148,1,1,1
214,8,1,44.74510076,1,1,2
214,9,1,32.30446462,1,1,3
214,10,1,32.66237367,1,1,4
215,1,0,22.32380421,1,0,-5
215,2,0,23.25443851,1,0,-4
215,3,0,25.36670832,1,0,-3
215,4,0,27.21976599,1,0,-2
215,5,0,26.38398873,1,0,-1
215,6,1,41.44931719,1,1,0
215,7,1,27.49548011,1,1,1
215,8,1,32.85751488,1,1,2
215,9,1,37.9837262,1,1,3
215,10,1,31.78405594,1,1,4
216,1,0,20.62072798,1,0,-5
216,2,0,31.30735083,1,0,-4
216,3,0,24.60443244,1,0,-3
216,4,0,27.15350453,1,0,-2
216,5,0,21.19917617,1,0,-1
216,6,1,30.91819296,1,1,0
216,7,1,33.6240181,1,1,1
216,8,1,35.41142452,1,1,2
216,9,1,44.90821898,1,1,3
216,10,1,42.7884553,1,1,4
217,1,0,15.94271022,1,0,-5
217,2,0,24.23252389,1,0,-4
217,3,0,26.99110874,1,0,-3
217,4,0,31.70074519,1,0,-2
217,5,0,35.40270343,1,0,-1
217,6,1,28.92452904,1,1,0
217,7,1,31.44571244,1,1,1
217,8,1,30.71211071,1,1,2
217,9,1,37.3299007,1,1,3
217,10,1,42.33179187,1,1,4
218,1,0,26.43667258,1,0,-5
218,2,0,22.62024488,1,0,-4
218,3,0,22.90076238,1,0,-3
218,4,0,26.75878996,1,0,-2
218,5,0,23.32428549,1,0,-1
218,6,1,44.44769361,1,1,0
218,7,1,27.46169486,1,1,1
218,8,1,37.92370289,1,1,2
218,9,1,48.6180311,1,1,3
218,10,1,40.03399922,1,1,4
219,1,0,20.54980482,1,0,-5
219,2,0,21.21277289,1,0,-4
219,3,0,23.59804159,1,0,-3
219,4,0,32.86424237,1,0,-2
219,5,0,16.44069044,1,0,-1
219,6,1,41.66716851,1,1,0
219,7,1,28.38021424,1,1,1
219,8,1,35.66673835,1,1,2
219,9,1,36.3537779,1,1,3
219,10,1,42.94276635,1,1,4
220,1,0,13.50937824,1,0,-5
220,2,0,25.31086333,1,0,-4
220,3,0,34.62154812,1,0,-3
220,4,0,19.18412998,1,0,-2
220,5,0,28.44853084,1,0,-1
220,6,1,30.69008911,1,1,0
220,7,1,37.62943603,1,1,1
220,8,1,37.09573889,1,1,2
220,9,1,35.29256545,1,1,3
220,10,1,42.43936142,1,1,4
221,1,0,30.52174055,1,0,-5
221,2,0,22.04548104,1,0,-4
221,3,0,28.09878971,1,0,-3
221,4,0,19.53363521,1,0,-2
221,5,0,22.71781812,1,0,-1
221,6,1,36.36203139,1,1,0
221,7,1,42.92058014,1,1,1
221,8,1,38.77806674,1,1,2
221,9,1,36.93470985,1,1,3
221,10,1,39.99645703,1,1,4
222,1,0,15.24796133,1,0,-5
222,2,0,26.02257663,1,0,-4
222,3,0,28.91166531,1,0,-3
222,4,0,23.73954834,1,0,-2
222,5,0,25.14978926,1,0,-1
222,6,1,35.32939115,1,1,0
222,7,1,33.31640132,1,1,1
222,8,1,36.66933693,1,1,2
222,9,1,48.99860895,1,1,3
222,10,1,38.7648715,1,1,4
223,1,0,19.70829924,1,0,-5
223,2,0,19.76229097,1,0,-4
223,3,0,28.22095986,1,0,-3
223,4,0,25.09387913,1,0,-2
223,5,0,24.25313481,1,0,-1
223,6,1,40.60652016,1,1,0
223,7,1,42.59801502,1,1,1
223,8,1,33.99788217,1,1,2
223,9,1,29.16730024,1,1,3
223,10,1,45.03756845,1,1,4
224,1,0,18.07685087,1,0,-5
224,2,0,26.953128,1,0,-4
224,3,0,14.64948091,1,0,-3
224,4,0,30.46298669,1,0,-2
224,5,0,21.44414035,1,0,-1
224,6,1,37.6538206,1,1,0
224,7,1,35.57136534,1,1,1
224,8,1,32.2303029,1,1,2
224,9,1,36.46481844,1,1,3
224,10,1,43.43159228,1,1,4
225,1,0,22.02947227,1,0,-5
225,2,0,25.9220649,1,0,-4
225,3,0,34.38220292,1,0,-3
225,4,0,18.17879194,1,0,-2
225,5,0,35.58606287,1,0,-1
225,6,1,34.52177969,1,1,0
225,7,1,31.00607976,1,1,1
225,8,1,30.34843187,1,1,2
225,9,1,37.55439805,1,1,3
225,10,1,44.60825056,1,1,4
226,1,0,20.8622544,1,0,-5
226,2,0,30.55577465,1,0,-4
226,3,0,17.24412155,1,0,-3
226,4,0,25.93955526,1,0,-2
226,5,0,21.23803278,1,0,-1
226,6,1,35.81815941,1,1,0
226,7,1,39.93443695,1,1,1
226,8,1,34.89619103,1,1,2
226,9,1,25.47893072,1,1,3
226,10,1,40.99474073,1,1,4
227,1,0,23.68369276,1,0,-5
227,2,0,25.02147377,1,0,-4
227,3,0,30.67891096,1,0,-3
227,4,0,20.6447316,1,0,-2
